"Gene","Neratinib","Vorinostat","Bortezomib","Number.of.drugs"
"CCNL1",TRUE,FALSE,FALSE,1
"CCNL2",TRUE,FALSE,FALSE,1
"CCNO",TRUE,FALSE,FALSE,1
"CCNT2",TRUE,FALSE,FALSE,1
"CCNYL1",TRUE,FALSE,FALSE,1
"CCT2",TRUE,FALSE,FALSE,1
"CCT3",TRUE,FALSE,FALSE,1
"CCT4",TRUE,FALSE,FALSE,1
"CCT5",TRUE,FALSE,FALSE,1
"CCT6A",TRUE,FALSE,FALSE,1
"CCT7",TRUE,FALSE,FALSE,1
"CCT8",TRUE,FALSE,FALSE,1
"CCZ1",TRUE,FALSE,FALSE,1
"CCZ1B",TRUE,FALSE,FALSE,1
"CD151",TRUE,FALSE,FALSE,1
"CD163L1",TRUE,FALSE,FALSE,1
"CD164",TRUE,FALSE,FALSE,1
"CD24",TRUE,FALSE,FALSE,1
"CD2AP",TRUE,FALSE,FALSE,1
"CD2BP2",TRUE,FALSE,FALSE,1
"CD3EAP",TRUE,FALSE,FALSE,1
"CD44",TRUE,FALSE,FALSE,1
"CD47",TRUE,FALSE,FALSE,1
"CD55",TRUE,FALSE,FALSE,1
"CD59",TRUE,FALSE,FALSE,1
"CD68",TRUE,FALSE,FALSE,1
"CD9",TRUE,FALSE,FALSE,1
"CDA",TRUE,FALSE,FALSE,1
"CDC123",TRUE,FALSE,FALSE,1
"CDC16",TRUE,FALSE,FALSE,1
"CDC20",TRUE,FALSE,FALSE,1
"CDC23",TRUE,FALSE,FALSE,1
"CDC26",TRUE,FALSE,FALSE,1
"CDC34",TRUE,FALSE,FALSE,1
"CDC37L1",TRUE,FALSE,FALSE,1
"CDC40",TRUE,FALSE,FALSE,1
"CDC42",TRUE,FALSE,FALSE,1
"CDC42BPA",TRUE,FALSE,FALSE,1
"CDC42BPB",TRUE,FALSE,FALSE,1
"CDC42EP1",TRUE,FALSE,FALSE,1
"CDC42EP2",TRUE,FALSE,FALSE,1
"CDC42EP4",TRUE,FALSE,FALSE,1
"CDC5L",TRUE,FALSE,FALSE,1
"CDC6",TRUE,FALSE,FALSE,1
"CDC73",TRUE,FALSE,FALSE,1
"CDCA4",TRUE,FALSE,FALSE,1
"CDCP1",TRUE,FALSE,FALSE,1
"CDH1",TRUE,FALSE,FALSE,1
"CDH2",TRUE,FALSE,FALSE,1
"CDH3",TRUE,FALSE,FALSE,1
"CDK11A",TRUE,FALSE,FALSE,1
"CDK11B",TRUE,FALSE,FALSE,1
"CDK12",TRUE,FALSE,FALSE,1
"CDK16",TRUE,FALSE,FALSE,1
"CDK19",TRUE,FALSE,FALSE,1
"CDK20",TRUE,FALSE,FALSE,1
"CDK2AP2",TRUE,FALSE,FALSE,1
"CDK4",TRUE,FALSE,FALSE,1
"CDK5RAP1",TRUE,FALSE,FALSE,1
"CDK7",TRUE,FALSE,FALSE,1
"CDK8",TRUE,FALSE,FALSE,1
"CDK9",TRUE,FALSE,FALSE,1
"CDKL3",TRUE,FALSE,FALSE,1
"CDKN2B",TRUE,FALSE,FALSE,1
"CDR2",TRUE,FALSE,FALSE,1
"CDR2L",TRUE,FALSE,FALSE,1
"CDS1",TRUE,FALSE,FALSE,1
"CDV3",TRUE,FALSE,FALSE,1
"CDYL",TRUE,FALSE,FALSE,1
"CEACAM1",TRUE,FALSE,FALSE,1
"CEACAM19",TRUE,FALSE,FALSE,1
"CEACAM6",TRUE,FALSE,FALSE,1
"CEBPB",TRUE,FALSE,FALSE,1
"CEBPD",TRUE,FALSE,FALSE,1
"CEBPG",TRUE,FALSE,FALSE,1
"CEBPZ",TRUE,FALSE,FALSE,1
"CEBPZOS",TRUE,FALSE,FALSE,1
"CECR5",TRUE,FALSE,FALSE,1
"CECR7",TRUE,FALSE,FALSE,1
"CELF1",TRUE,FALSE,FALSE,1
"CENPA",TRUE,FALSE,FALSE,1
"CENPBD1",TRUE,FALSE,FALSE,1
"CENPV",TRUE,FALSE,FALSE,1
"CENPW",TRUE,FALSE,FALSE,1
"CEP104",TRUE,FALSE,FALSE,1
"CEP170B",TRUE,FALSE,FALSE,1
"CEP290",TRUE,FALSE,FALSE,1
"CEP63",TRUE,FALSE,FALSE,1
"CEP70",TRUE,FALSE,FALSE,1
"CEP89",TRUE,FALSE,FALSE,1
"CEP95",TRUE,FALSE,FALSE,1
"CEPT1",TRUE,FALSE,FALSE,1
"CERS2",TRUE,FALSE,FALSE,1
"CERS6",TRUE,FALSE,FALSE,1
"CES2",TRUE,FALSE,FALSE,1
"CETN2",TRUE,FALSE,FALSE,1
"CETN3",TRUE,FALSE,FALSE,1
"CFAP20",TRUE,FALSE,FALSE,1
"CFAP53",TRUE,FALSE,FALSE,1
"CFDP1",TRUE,FALSE,FALSE,1
"CFL2",TRUE,FALSE,FALSE,1
"CFLAR-AS1",TRUE,FALSE,FALSE,1
"CGGBP1",TRUE,FALSE,FALSE,1
"CGN",TRUE,FALSE,FALSE,1
"CGRRF1",TRUE,FALSE,FALSE,1
"CHAC2",TRUE,FALSE,FALSE,1
"CHAF1A",TRUE,FALSE,FALSE,1
"CHCHD1",TRUE,FALSE,FALSE,1
"CHCHD3",TRUE,FALSE,FALSE,1
"CHCHD4",TRUE,FALSE,FALSE,1
"CHD7",TRUE,FALSE,FALSE,1
"CHD8",TRUE,FALSE,FALSE,1
"CHD9",TRUE,FALSE,FALSE,1
"CHERP",TRUE,FALSE,FALSE,1
"CHI3L1",TRUE,FALSE,FALSE,1
"CHI3L2",TRUE,FALSE,FALSE,1
"CHID1",TRUE,FALSE,FALSE,1
"CHKA",TRUE,FALSE,FALSE,1
"CHMP1A",TRUE,FALSE,FALSE,1
"CHMP2A",TRUE,FALSE,FALSE,1
"CHMP2B",TRUE,FALSE,FALSE,1
"CHMP3",TRUE,FALSE,FALSE,1
"CHMP4A",TRUE,FALSE,FALSE,1
"CHMP4B",TRUE,FALSE,FALSE,1
"CHMP4C",TRUE,FALSE,FALSE,1
"CHMP5",TRUE,FALSE,FALSE,1
"CHP1",TRUE,FALSE,FALSE,1
"CHPF2",TRUE,FALSE,FALSE,1
"CHPT1",TRUE,FALSE,FALSE,1
"CHRAC1",TRUE,FALSE,FALSE,1
"CHST15",TRUE,FALSE,FALSE,1
"CHST3",TRUE,FALSE,FALSE,1
"CHTF8",TRUE,FALSE,FALSE,1
"CHTOP",TRUE,FALSE,FALSE,1
"CHUK",TRUE,FALSE,FALSE,1
"CHURC1",TRUE,FALSE,FALSE,1
"CIAO1",TRUE,FALSE,FALSE,1
"CIAPIN1",TRUE,FALSE,FALSE,1
"CIART",TRUE,FALSE,FALSE,1
"CINP",TRUE,FALSE,FALSE,1
"CIPC",TRUE,FALSE,FALSE,1
"CIR1",TRUE,FALSE,FALSE,1
"CISD1",TRUE,FALSE,FALSE,1
"CISD2",TRUE,FALSE,FALSE,1
"CIZ1",TRUE,FALSE,FALSE,1
"CKB",TRUE,FALSE,FALSE,1
"CKMT1A",TRUE,FALSE,FALSE,1
"CKMT1B",TRUE,FALSE,FALSE,1
"CKS1B",TRUE,FALSE,FALSE,1
"CLASRP",TRUE,FALSE,FALSE,1
"CLCC1",TRUE,FALSE,FALSE,1
"CLCF1",TRUE,FALSE,FALSE,1
"CLDN1",TRUE,FALSE,FALSE,1
"CLDN12",TRUE,FALSE,FALSE,1
"CLDN23",TRUE,FALSE,FALSE,1
"CLDN3",TRUE,FALSE,FALSE,1
"CLDN4",TRUE,FALSE,FALSE,1
"CLDN7",TRUE,FALSE,FALSE,1
"CLDND1",TRUE,FALSE,FALSE,1
"CLHC1",TRUE,FALSE,FALSE,1
"CLIC4",TRUE,FALSE,FALSE,1
"CLIC6",TRUE,FALSE,FALSE,1
"CLINT1",TRUE,FALSE,FALSE,1
"CLIP1",TRUE,FALSE,FALSE,1
"CLIP4",TRUE,FALSE,FALSE,1
"CLK1",TRUE,FALSE,FALSE,1
"CLK3",TRUE,FALSE,FALSE,1
"CLMN",TRUE,FALSE,FALSE,1
"CLN5",TRUE,FALSE,FALSE,1
"CLN8",TRUE,FALSE,FALSE,1
"CLOCK",TRUE,FALSE,FALSE,1
"CLP1",TRUE,FALSE,FALSE,1
"CLPB",TRUE,FALSE,FALSE,1
"CLPP",TRUE,FALSE,FALSE,1
"CLPTM1",TRUE,FALSE,FALSE,1
"CLPTM1L",TRUE,FALSE,FALSE,1
"CLPX",TRUE,FALSE,FALSE,1
"CLTA",TRUE,FALSE,FALSE,1
"CLTB",TRUE,FALSE,FALSE,1
"CLTC",TRUE,FALSE,FALSE,1
"CLU",TRUE,FALSE,FALSE,1
"CLUAP1",TRUE,FALSE,FALSE,1
"CLUH",TRUE,FALSE,FALSE,1
"CMAS",TRUE,FALSE,FALSE,1
"CMIP",TRUE,FALSE,FALSE,1
"CMPK1",TRUE,FALSE,FALSE,1
"CMSS1",TRUE,FALSE,FALSE,1
"CMTM4",TRUE,FALSE,FALSE,1
"CMTM8",TRUE,FALSE,FALSE,1
"CMTR2",TRUE,FALSE,FALSE,1
"CMYA5",TRUE,FALSE,FALSE,1
"CNBP",TRUE,FALSE,FALSE,1
"CNDP2",TRUE,FALSE,FALSE,1
"CNIH1",TRUE,FALSE,FALSE,1
"CNIH2",TRUE,FALSE,FALSE,1
"CNIH4",TRUE,FALSE,FALSE,1
"CNKSR1",TRUE,FALSE,FALSE,1
"CNOT1",TRUE,FALSE,FALSE,1
"CNOT11",TRUE,FALSE,FALSE,1
"CNOT2",TRUE,FALSE,FALSE,1
"CNOT3",TRUE,FALSE,FALSE,1
"CNOT4",TRUE,FALSE,FALSE,1
"CNOT6",TRUE,FALSE,FALSE,1
"CNOT7",TRUE,FALSE,FALSE,1
"CNPY2",TRUE,FALSE,FALSE,1
"CNTD2",TRUE,FALSE,FALSE,1
"CNTROB",TRUE,FALSE,FALSE,1
"COA1",TRUE,FALSE,FALSE,1
"COA3",TRUE,FALSE,FALSE,1
"COA4",TRUE,FALSE,FALSE,1
"COA5",TRUE,FALSE,FALSE,1
"COA6",TRUE,FALSE,FALSE,1
"COA7",TRUE,FALSE,FALSE,1
"COASY",TRUE,FALSE,FALSE,1
"COBL",TRUE,FALSE,FALSE,1
"COBLL1",TRUE,FALSE,FALSE,1
"COG1",TRUE,FALSE,FALSE,1
"COG2",TRUE,FALSE,FALSE,1
"COG3",TRUE,FALSE,FALSE,1
"COG8",TRUE,FALSE,FALSE,1
"COIL",TRUE,FALSE,FALSE,1
"COL4A3BP",TRUE,FALSE,FALSE,1
"COLEC11",TRUE,FALSE,FALSE,1
"COLGALT1",TRUE,FALSE,FALSE,1
"COMMD2",TRUE,FALSE,FALSE,1
"COMMD3",TRUE,FALSE,FALSE,1
"COMMD7",TRUE,FALSE,FALSE,1
"COMT",TRUE,FALSE,FALSE,1
"COPA",TRUE,FALSE,FALSE,1
"COPB1",TRUE,FALSE,FALSE,1
"COPB2",TRUE,FALSE,FALSE,1
"COPE",TRUE,FALSE,FALSE,1
"COPG1",TRUE,FALSE,FALSE,1
"COPRS",TRUE,FALSE,FALSE,1
"COPS2",TRUE,FALSE,FALSE,1
"COPS3",TRUE,FALSE,FALSE,1
"COPS4",TRUE,FALSE,FALSE,1
"COPS5",TRUE,FALSE,FALSE,1
"COPS6",TRUE,FALSE,FALSE,1
"COPS7B",TRUE,FALSE,FALSE,1
"COPZ1",TRUE,FALSE,FALSE,1
"COQ10B",TRUE,FALSE,FALSE,1
"COQ3",TRUE,FALSE,FALSE,1
"COQ5",TRUE,FALSE,FALSE,1
"COQ6",TRUE,FALSE,FALSE,1
"COQ9",TRUE,FALSE,FALSE,1
"CORO1C",TRUE,FALSE,FALSE,1
"COX10",TRUE,FALSE,FALSE,1
"COX15",TRUE,FALSE,FALSE,1
"COX17",TRUE,FALSE,FALSE,1
"COX19",TRUE,FALSE,FALSE,1
"COX20",TRUE,FALSE,FALSE,1
"COX5A",TRUE,FALSE,FALSE,1
"COX7A1",TRUE,FALSE,FALSE,1
"COX7A2L",TRUE,FALSE,FALSE,1
"COX7B",TRUE,FALSE,FALSE,1
"COX7C",TRUE,FALSE,FALSE,1
"COX8A",TRUE,FALSE,FALSE,1
"CPA4",TRUE,FALSE,FALSE,1
"CPEB3",TRUE,FALSE,FALSE,1
"CPEB4",TRUE,FALSE,FALSE,1
"CPNE1",TRUE,FALSE,FALSE,1
"CPNE3",TRUE,FALSE,FALSE,1
"CPSF3",TRUE,FALSE,FALSE,1
"CPSF3L",TRUE,FALSE,FALSE,1
"CPSF4",TRUE,FALSE,FALSE,1
"CPSF6",TRUE,FALSE,FALSE,1
"CPSF7",TRUE,FALSE,FALSE,1
"CPT2",TRUE,FALSE,FALSE,1
"CPTP",TRUE,FALSE,FALSE,1
"CRABP2",TRUE,FALSE,FALSE,1
"CRB3",TRUE,FALSE,FALSE,1
"CRBN",TRUE,FALSE,FALSE,1
"CRCP",TRUE,FALSE,FALSE,1
"CREB3",TRUE,FALSE,FALSE,1
"CREB5",TRUE,FALSE,FALSE,1
"CREBBP",TRUE,FALSE,FALSE,1
"CREBRF",TRUE,FALSE,FALSE,1
"CRELD2",TRUE,FALSE,FALSE,1
"CRIM1",TRUE,FALSE,FALSE,1
"CRIPT",TRUE,FALSE,FALSE,1
"CRK",TRUE,FALSE,FALSE,1
"CRKL",TRUE,FALSE,FALSE,1
"CRLS1",TRUE,FALSE,FALSE,1
"CRNDE",TRUE,FALSE,FALSE,1
"CRNKL1",TRUE,FALSE,FALSE,1
"CRY1",TRUE,FALSE,FALSE,1
"CRYAB",TRUE,FALSE,FALSE,1
"CRYZL1",TRUE,FALSE,FALSE,1
"CSDE1",TRUE,FALSE,FALSE,1
"CSE1L",TRUE,FALSE,FALSE,1
"CSGALNACT2",TRUE,FALSE,FALSE,1
"CSNK1A1",TRUE,FALSE,FALSE,1
"CSNK1D",TRUE,FALSE,FALSE,1
"CSNK1E",TRUE,FALSE,FALSE,1
"CSNK1G1",TRUE,FALSE,FALSE,1
"CSNK2A1",TRUE,FALSE,FALSE,1
"CSNK2A2",TRUE,FALSE,FALSE,1
"CSNK2B",TRUE,FALSE,FALSE,1
"CSPP1",TRUE,FALSE,FALSE,1
"CSRP1",TRUE,FALSE,FALSE,1
"CST6",TRUE,FALSE,FALSE,1
"CSTA",TRUE,FALSE,FALSE,1
"CSTF1",TRUE,FALSE,FALSE,1
"CSTF3",TRUE,FALSE,FALSE,1
"CTA-243E7.1",TRUE,FALSE,FALSE,1
"CTA-292E10.6",TRUE,FALSE,FALSE,1
"CTA-293F17.1",TRUE,FALSE,FALSE,1
"CTA-29F11.1",TRUE,FALSE,FALSE,1
"CTB-102L5.4",TRUE,FALSE,FALSE,1
"CTBP2",TRUE,FALSE,FALSE,1
"CTC-308K20.1",TRUE,FALSE,FALSE,1
"CTC-425F1.4",TRUE,FALSE,FALSE,1
"CTC-444N24.11",TRUE,FALSE,FALSE,1
"CTC-444N24.8",TRUE,FALSE,FALSE,1
"CTC-459F4.3",TRUE,FALSE,FALSE,1
"CTC-479C5.12",TRUE,FALSE,FALSE,1
"CTC-487M23.8",TRUE,FALSE,FALSE,1
"CTC-499B15.5",TRUE,FALSE,FALSE,1
"CTC-524C5.2",TRUE,FALSE,FALSE,1
"CTC-526N19.1",TRUE,FALSE,FALSE,1
"CTC-534A2.2",TRUE,FALSE,FALSE,1
"CTC-543D15.8",TRUE,FALSE,FALSE,1
"CTCF",TRUE,FALSE,FALSE,1
"CTD-2015G9.2",TRUE,FALSE,FALSE,1
"CTD-2035E11.5",TRUE,FALSE,FALSE,1
"CTD-2139B15.2",TRUE,FALSE,FALSE,1
"CTD-2186M15.3",TRUE,FALSE,FALSE,1
"CTD-2270L9.4",TRUE,FALSE,FALSE,1
"CTD-2371O3.2",TRUE,FALSE,FALSE,1
"CTD-2371O3.3",TRUE,FALSE,FALSE,1
"CTD-2396E7.11",TRUE,FALSE,FALSE,1
"CTD-2547G23.4",TRUE,FALSE,FALSE,1
"CTD-2553L13.10",TRUE,FALSE,FALSE,1
"CTD-3065J16.9",TRUE,FALSE,FALSE,1
"CTD-3131K8.2",TRUE,FALSE,FALSE,1
"CTD-3157E16.2",TRUE,FALSE,FALSE,1
"CTDNEP1",TRUE,FALSE,FALSE,1
"CTDSP2",TRUE,FALSE,FALSE,1
"CTIF",TRUE,FALSE,FALSE,1
"CTNNA1",TRUE,FALSE,FALSE,1
"CTNNAL1",TRUE,FALSE,FALSE,1
"CTNNB1",TRUE,FALSE,FALSE,1
"CTNNBIP1",TRUE,FALSE,FALSE,1
"CTNNBL1",TRUE,FALSE,FALSE,1
"CTNND1",TRUE,FALSE,FALSE,1
"CTPS1",TRUE,FALSE,FALSE,1
"CTR9",TRUE,FALSE,FALSE,1
"CTSL",TRUE,FALSE,FALSE,1
"CTSV",TRUE,FALSE,FALSE,1
"CTSZ",TRUE,FALSE,FALSE,1
"CTTN",TRUE,FALSE,FALSE,1
"CTTNBP2NL",TRUE,FALSE,FALSE,1
"CTU1",TRUE,FALSE,FALSE,1
"CTU2",TRUE,FALSE,FALSE,1
"CTXN1",TRUE,FALSE,FALSE,1
"CUEDC1",TRUE,FALSE,FALSE,1
"CUL1",TRUE,FALSE,FALSE,1
"CUL3",TRUE,FALSE,FALSE,1
"CUL4A",TRUE,FALSE,FALSE,1
"CWC15",TRUE,FALSE,FALSE,1
"CWC22",TRUE,FALSE,FALSE,1
"CWC25",TRUE,FALSE,FALSE,1
"CWC27",TRUE,FALSE,FALSE,1
"CWF19L1",TRUE,FALSE,FALSE,1
"CWF19L2",TRUE,FALSE,FALSE,1
"CX3CL1",TRUE,FALSE,FALSE,1
"CXADR",TRUE,FALSE,FALSE,1
"CXCL1",TRUE,FALSE,FALSE,1
"CXCL16",TRUE,FALSE,FALSE,1
"CXCL17",TRUE,FALSE,FALSE,1
"CXCL2",TRUE,FALSE,FALSE,1
"CXCL3",TRUE,FALSE,FALSE,1
"CXCL5",TRUE,FALSE,FALSE,1
"CXCL6",TRUE,FALSE,FALSE,1
"CXCL8",TRUE,FALSE,FALSE,1
"CXXC1",TRUE,FALSE,FALSE,1
"CXorf56",TRUE,FALSE,FALSE,1
"CYB561",TRUE,FALSE,FALSE,1
"CYB5A",TRUE,FALSE,FALSE,1
"CYB5D1",TRUE,FALSE,FALSE,1
"CYB5R1",TRUE,FALSE,FALSE,1
"CYB5R2",TRUE,FALSE,FALSE,1
"CYC1",TRUE,FALSE,FALSE,1
"CYCS",TRUE,FALSE,FALSE,1
"CYHR1",TRUE,FALSE,FALSE,1
"CYLD",TRUE,FALSE,FALSE,1
"CYP27B1",TRUE,FALSE,FALSE,1
"CYP3A5",TRUE,FALSE,FALSE,1
"CYP4F11",TRUE,FALSE,FALSE,1
"CYR61",TRUE,FALSE,FALSE,1
"CYTH2",TRUE,FALSE,FALSE,1
"DAAM1",TRUE,FALSE,FALSE,1
"DAB2",TRUE,FALSE,FALSE,1
"DAGLB",TRUE,FALSE,FALSE,1
"DAP3",TRUE,FALSE,FALSE,1
"DAPK3",TRUE,FALSE,FALSE,1
"DAPL1",TRUE,FALSE,FALSE,1
"DAPP1",TRUE,FALSE,FALSE,1
"DARS",TRUE,FALSE,FALSE,1
"DAXX",TRUE,FALSE,FALSE,1
"DAZAP1",TRUE,FALSE,FALSE,1
"DBNDD1",TRUE,FALSE,FALSE,1
"DBR1",TRUE,FALSE,FALSE,1
"DBT",TRUE,FALSE,FALSE,1
"DCAF10",TRUE,FALSE,FALSE,1
"DCAF11",TRUE,FALSE,FALSE,1
"DCAF12",TRUE,FALSE,FALSE,1
"DCAF13",TRUE,FALSE,FALSE,1
"DCAF15",TRUE,FALSE,FALSE,1
"DCAF4",TRUE,FALSE,FALSE,1
"DCAF7",TRUE,FALSE,FALSE,1
"DCBLD2",TRUE,FALSE,FALSE,1
"DCDC2",TRUE,FALSE,FALSE,1
"DCLRE1C",TRUE,FALSE,FALSE,1
"DCP1A",TRUE,FALSE,FALSE,1
"DCTD",TRUE,FALSE,FALSE,1
"DCTN2",TRUE,FALSE,FALSE,1
"DCTN5",TRUE,FALSE,FALSE,1
"DCTN6",TRUE,FALSE,FALSE,1
"DCTPP1",TRUE,FALSE,FALSE,1
"DCUN1D4",TRUE,FALSE,FALSE,1
"DCUN1D5",TRUE,FALSE,FALSE,1
"DDA1",TRUE,FALSE,FALSE,1
"DDAH1",TRUE,FALSE,FALSE,1
"DDB1",TRUE,FALSE,FALSE,1
"DDIT3",TRUE,FALSE,FALSE,1
"DDOST",TRUE,FALSE,FALSE,1
"DDR1",TRUE,FALSE,FALSE,1
"DDR2",TRUE,FALSE,FALSE,1
"DDRGK1",TRUE,FALSE,FALSE,1
"DDT",TRUE,FALSE,FALSE,1
"DDX1",TRUE,FALSE,FALSE,1
"DDX10",TRUE,FALSE,FALSE,1
"DDX18",TRUE,FALSE,FALSE,1
"DDX19A",TRUE,FALSE,FALSE,1
"DDX19B",TRUE,FALSE,FALSE,1
"DDX20",TRUE,FALSE,FALSE,1
"DDX21",TRUE,FALSE,FALSE,1
"DDX23",TRUE,FALSE,FALSE,1
"DDX24",TRUE,FALSE,FALSE,1
"DDX27",TRUE,FALSE,FALSE,1
"DDX28",TRUE,FALSE,FALSE,1
"DDX31",TRUE,FALSE,FALSE,1
"DDX39A",TRUE,FALSE,FALSE,1
"DDX39B",TRUE,FALSE,FALSE,1
"DDX3X",TRUE,FALSE,FALSE,1
"DDX41",TRUE,FALSE,FALSE,1
"DDX42",TRUE,FALSE,FALSE,1
"DDX46",TRUE,FALSE,FALSE,1
"DDX49",TRUE,FALSE,FALSE,1
"DDX5",TRUE,FALSE,FALSE,1
"DDX50",TRUE,FALSE,FALSE,1
"DDX51",TRUE,FALSE,FALSE,1
"DDX52",TRUE,FALSE,FALSE,1
"DDX54",TRUE,FALSE,FALSE,1
"DDX55",TRUE,FALSE,FALSE,1
"DDX56",TRUE,FALSE,FALSE,1
"DDX6",TRUE,FALSE,FALSE,1
"DEAF1",TRUE,FALSE,FALSE,1
"DECR2",TRUE,FALSE,FALSE,1
"DEF8",TRUE,FALSE,FALSE,1
"DEFB1",TRUE,FALSE,FALSE,1
"DEFB4A",TRUE,FALSE,FALSE,1
"DEGS1",TRUE,FALSE,FALSE,1
"DEGS2",TRUE,FALSE,FALSE,1
"DEK",TRUE,FALSE,FALSE,1
"DENND2C",TRUE,FALSE,FALSE,1
"DENND6A-AS1",TRUE,FALSE,FALSE,1
"DENR",TRUE,FALSE,FALSE,1
"DERA",TRUE,FALSE,FALSE,1
"DERL1",TRUE,FALSE,FALSE,1
"DERL2",TRUE,FALSE,FALSE,1
"DESI1",TRUE,FALSE,FALSE,1
"DESI2",TRUE,FALSE,FALSE,1
"DEXI",TRUE,FALSE,FALSE,1
"DFFA",TRUE,FALSE,FALSE,1
"DGCR14",TRUE,FALSE,FALSE,1
"DGUOK",TRUE,FALSE,FALSE,1
"DGUOK-AS1",TRUE,FALSE,FALSE,1
"DHCR24",TRUE,FALSE,FALSE,1
"DHCR7",TRUE,FALSE,FALSE,1
"DHDDS",TRUE,FALSE,FALSE,1
"DHDH",TRUE,FALSE,FALSE,1
"DHODH",TRUE,FALSE,FALSE,1
"DHPS",TRUE,FALSE,FALSE,1
"DHRS1",TRUE,FALSE,FALSE,1
"DHRS4L2",TRUE,FALSE,FALSE,1
"DHRS7",TRUE,FALSE,FALSE,1
"DHRS7B",TRUE,FALSE,FALSE,1
"DHX15",TRUE,FALSE,FALSE,1
"DHX16",TRUE,FALSE,FALSE,1
"DHX29",TRUE,FALSE,FALSE,1
"DHX30",TRUE,FALSE,FALSE,1
"DHX32",TRUE,FALSE,FALSE,1
"DHX33",TRUE,FALSE,FALSE,1
"DHX34",TRUE,FALSE,FALSE,1
"DHX36",TRUE,FALSE,FALSE,1
"DHX38",TRUE,FALSE,FALSE,1
"DHX40",TRUE,FALSE,FALSE,1
"DIAPH1",TRUE,FALSE,FALSE,1
"DICER1",TRUE,FALSE,FALSE,1
"DIDO1",TRUE,FALSE,FALSE,1
"DIEXF",TRUE,FALSE,FALSE,1
"DIMT1",TRUE,FALSE,FALSE,1
"DIO3",TRUE,FALSE,FALSE,1
"DIO3OS",TRUE,FALSE,FALSE,1
"DIRAS1",TRUE,FALSE,FALSE,1
"DIS3",TRUE,FALSE,FALSE,1
"DKC1",TRUE,FALSE,FALSE,1
"DKK1",TRUE,FALSE,FALSE,1
"DLAT",TRUE,FALSE,FALSE,1
"DLD",TRUE,FALSE,FALSE,1
"DLG1",TRUE,FALSE,FALSE,1
"DLG5",TRUE,FALSE,FALSE,1
"DLGAP1-AS2",TRUE,FALSE,FALSE,1
"DLGAP4",TRUE,FALSE,FALSE,1
"DLL3",TRUE,FALSE,FALSE,1
"DLST",TRUE,FALSE,FALSE,1
"DMKN",TRUE,FALSE,FALSE,1
"DMRTA1",TRUE,FALSE,FALSE,1
"DMWD",TRUE,FALSE,FALSE,1
"DNAAF1",TRUE,FALSE,FALSE,1
"DNAAF5",TRUE,FALSE,FALSE,1
"DNAH14",TRUE,FALSE,FALSE,1
"DNAJA2",TRUE,FALSE,FALSE,1
"DNAJA3",TRUE,FALSE,FALSE,1
"DNAJB11",TRUE,FALSE,FALSE,1
"DNAJB12",TRUE,FALSE,FALSE,1
"DNAJB2",TRUE,FALSE,FALSE,1
"DNAJB6",TRUE,FALSE,FALSE,1
"DNAJB9",TRUE,FALSE,FALSE,1
"DNAJC1",TRUE,FALSE,FALSE,1
"DNAJC10",TRUE,FALSE,FALSE,1
"DNAJC11",TRUE,FALSE,FALSE,1
"DNAJC12",TRUE,FALSE,FALSE,1
"DNAJC2",TRUE,FALSE,FALSE,1
"DNAJC21",TRUE,FALSE,FALSE,1
"DNAJC24",TRUE,FALSE,FALSE,1
"DNAJC25",TRUE,FALSE,FALSE,1
"DNAJC3",TRUE,FALSE,FALSE,1
"DNAJC30",TRUE,FALSE,FALSE,1
"DNAJC5",TRUE,FALSE,FALSE,1
"DNAJC7",TRUE,FALSE,FALSE,1
"DNAJC8",TRUE,FALSE,FALSE,1
"DNAJC9",TRUE,FALSE,FALSE,1
"DNAL1",TRUE,FALSE,FALSE,1
"DNAL4",TRUE,FALSE,FALSE,1
"DNALI1",TRUE,FALSE,FALSE,1
"DNER",TRUE,FALSE,FALSE,1
"DNM1L",TRUE,FALSE,FALSE,1
"DNM2",TRUE,FALSE,FALSE,1
"DNPEP",TRUE,FALSE,FALSE,1
"DNTTIP1",TRUE,FALSE,FALSE,1
"DNTTIP2",TRUE,FALSE,FALSE,1
"DOCK5",TRUE,FALSE,FALSE,1
"DOCK7",TRUE,FALSE,FALSE,1
"DOHH",TRUE,FALSE,FALSE,1
"DOK5",TRUE,FALSE,FALSE,1
"DOLK",TRUE,FALSE,FALSE,1
"DOLPP1",TRUE,FALSE,FALSE,1
"DONSON",TRUE,FALSE,FALSE,1
"DOT1L",TRUE,FALSE,FALSE,1
"DPAGT1",TRUE,FALSE,FALSE,1
"DPCD",TRUE,FALSE,FALSE,1
"DPF2",TRUE,FALSE,FALSE,1
"DPH2",TRUE,FALSE,FALSE,1
"DPH3",TRUE,FALSE,FALSE,1
"DPH7",TRUE,FALSE,FALSE,1
"DPM1",TRUE,FALSE,FALSE,1
"DPM2",TRUE,FALSE,FALSE,1
"DPM3",TRUE,FALSE,FALSE,1
"DPP8",TRUE,FALSE,FALSE,1
"DPP9",TRUE,FALSE,FALSE,1
"DPY30",TRUE,FALSE,FALSE,1
"DR1",TRUE,FALSE,FALSE,1
"DRAM1",TRUE,FALSE,FALSE,1
"DRC3",TRUE,FALSE,FALSE,1
"DRG1",TRUE,FALSE,FALSE,1
"DRG2",TRUE,FALSE,FALSE,1
"DSC2",TRUE,FALSE,FALSE,1
"DSC3",TRUE,FALSE,FALSE,1
